Ref.* (p.ref)|Etiqueta* (p.label)|Descripción (p.description)|URL pública (p.url)|Código contable ventas (p.accountancy_code_sell)|Código contable compras (p.accountancy_code_buy)|Nota (p.note)|Length (p.length)|Surface (p.surface)|Volume (p.volume)|Weight (p.weight)|Duración (p.duration)|Código aduanero (p.customcode)|PVP sin IVA (p.price)|PVP con IVA (p.price_ttc)|IVA (p.tva_tx)|En venta* (p.tosell)|En compra* (p.tobuy)|Tipo* (p.fk_product_type)|Naturaleza (p.finished)|Fecha de creación (p.datec)|Stock límite para alertas (p.seuil_stock_alerte)|Stock óptimo deseado (p.desiredstock)|Valor (PMP) (p.pmp)|CostPrice (p.cost_price)
35AD002|"CODO DE CEMENTO 45   6"""|PZA||||||||||||9,97368||1|1|0||||||
35AD003|"CODO DE CEMENTO 45   8"""|PZA||||||||||||20,88||1|1|0||||||
35AD004|"CODO DE CEMENTO 45  10"""|PZA||||||||||||0||1|1|0||||||
35AD005|"CODO DE CEMENTO 45  12"""|PZA||||||||||||0||1|1|0||||||
35AD006|"CODO DE CEMENTO 45  16"""|PZA||||||||||||0||1|1|0||||||
35AD049|"CODO DE CEMENTO 90   2 1/2"""|PZA||||||||||||0||1|1|0||||||
35AD050|"CODO DE CEMENTO 90   4"""|PZA||||||||||||8,90184||1|1|0||||||
35AD051|"CODO DE CEMENTO 90   6"""|PZA||||||||||||13,6416||1|1|0||||||
35AD052|"CODO DE CEMENTO 90   8"""|PZA||||||||||||13,07784||1|1|0||||||
35AD053|"CODO DE CEMENTO 90  10"""|PZA||||||||||||0||1|1|0||||||
35AD054|"CODO DE CEMENTO 90  12"""|PZA||||||||||||0||1|1|0||||||
35AD055|"CODO DE CEMENTO 90  16"""|PZA||||||||||||0||1|1|0||||||
35AE001|"TEE DE CEMENTO   4"""|PZA||||||||||||8,9088||1|1|0||||||
35AE002|"TEE DE CEMENTO   6"""|PZA||||||||||||22,272||1|1|0||||||
35AE003|"TEE DE CEMENTO   8"""|PZA||||||||||||0||1|1|0||||||
35AE004|"TEE DE CEMENTO  10"""|PZA||||||||||||0||1|1|0||||||
35AE005|"TEE DE CEMENTO  12"""|PZA||||||||||||0||1|1|0||||||
35AE006|"TEE DE CEMENTO  14"""|PZA||||||||||||0||1|1|0||||||
35AE007|"TEE DE CEMENTO  16"""|PZA||||||||||||0||1|1|0||||||
35AE008|"TEE DE CEMENTO  18"""|PZA||||||||||||0||1|1|0||||||
35AE009|"TEE DE CEMENTO  20"""|PZA||||||||||||0||1|1|0||||||
35AF001|"YEE DE CEMENTO  4"""|PZA||||||||||||13,65552||1|1|0||||||
35AF002|"YEE DE CEMENTO  6"""|PZA||||||||||||18,62496||1|1|0||||||
35AF003|"YEE DE CEMENTO 6-4"" (C.D.)"|PZA||||||||||||19,96128||1|1|0||||||
35AG001|ANILLO PREFABR. Ho Ao  1M L=0.50 M|PZA||||||||||||286,752||1|1|0||||||
35AG002|CAJA INTERCEPTORA CEMENTO|PZA||||||||||||27,5616||1|1|0||||||
35AG003|CAJA INTERCEPTORA DE Ho  25 x 25|PZA||||||||||||41,43288||1|1|0||||||
35BA001|"TUBERIA DE CERAMICA DE  4"""|ML||||||||||||37,0968||1|1|0||||||
35BA002|"TUBERIA DE CERAMICA DE  6"""|ML||||||||||||77,1864||1|1|0||||||
35BA003|"TUBERIA DE CERAMICA DE  8"""|ML||||||||||||0||1|1|0||||||
35BA004|"TUBERIA DE CERAMICA DE 10"""|ML||||||||||||0||1|1|0||||||
35BA005|"TUBERIA DE CERAMICA DE 12"""|ML||||||||||||0||1|1|0||||||
35BA006|"TUBERIA DE CERAMICA DE 14"""|ML||||||||||||0||1|1|0||||||
35BA007|"TUBERIA DE CERAMICA DE 16"""|ML||||||||||||0||1|1|0||||||
35BA008|"TUBERIA DE CERAMICA DE 18"""|ML||||||||||||0||1|1|0||||||
35BA009|"TUBERIA DE CERAMICA DE 20"""|ML||||||||||||0||1|1|0||||||
35BD001|"CODO DE CERAMICA 60  4"" T.I.L."|PZA||||||||||||32,6424||1|1|0||||||
35BD002|"CODO DE CERAMICA 60  6"" T.I.L."|PZA||||||||||||59,3688||1|1|0||||||
35BE001|"TEE DE CERAMICA  4"""|PZA||||||||||||65,2848||1|1|0||||||
35BF001|"YEE CERAMICA   4"""|PZA||||||||||||69,7392||1|1|0||||||
35BF002|"YEE CERAMICA   6"""|PZA||||||||||||92,0112||1|1|0||||||
35CA001|"TUBERIA FG   1/2"""|ML||||||||||||11,81808||1|1|0||||||
35CA002|"TUBERIA FG   3/4"""|ML||||||||||||14,84568||1|1|0||||||
35CA003|"TUBERIA FG  1 """|ML||||||||||||21,21408||1|1|0||||||
35CA004|"TUBERIA FG  1 1/4"""|ML||||||||||||28,27152||1|1|0||||||
35CA005|"TUBERIA FG  1 1/2"""|ML||||||||||||34,40328||1|1|0||||||
35CA006|"TUBERIA FG  2 """|ML||||||||||||45,62976||1|1|0||||||
35CA007|"TUBERIA FG  2 1/2"""|ML||||||||||||63,36384||1|1|0||||||
35CA008|"TUBERIA FG  3 """|ML||||||||||||80,18616||1|1|0||||||
35CA009|"TUBERIA FG  3 1/2"""|ML||||||||||||0||1|1|0||||||
35CA010|"TUBERIA FG  4 """|ML||||||||||||122,38464||1|1|0||||||
35CA011|"TUBERIA FG  6 """|ML||||||||||||237,53784||1|1|0||||||
35CA012|"TUBERIA FG  8 """|ML||||||||||||191,6088||1|1|0||||||
35CB001|"CODO 22,5 FG 1 1/2"""|PZA||||||||||||22,272||1|1|0||||||
35CB002|"CODO 22,5 FG 2 """|PZA||||||||||||35,496||1|1|0||||||
35CB003|"CODO 22,5 FG 2 1/2"""|PZA||||||||||||49,416||1|1|0||||||
35CB004|"CODO 22,5 FG 3"""|PZA||||||||||||166,39272||1|1|0||||||
35CB005|"CODO 22,5 FG 3 1/2"""|PZA||||||||||||0||1|1|0||||||
35CB006|"CODO 22,5 FG 4"""|PZA||||||||||||146,16||1|1|0||||||
35CB007|"CODO 22,5 FG 6"""|PZA||||||||||||174||1|1|0||||||
35CB025|"CODO 30 FG 2"""|PZA||||||||||||0||1|1|0||||||
35CB027|"CODO 30 FG 3"""|PZA||||||||||||0||1|1|0||||||
35CB030|"CODO 90 FG 8"""|PZA||||||||||||0||1|1|0||||||
35CB050|"CODO 45 FG   1/2"""|PZA||||||||||||5,0112||1|1|0||||||
35CB051|"CODO 45 FG   3/4"""|PZA||||||||||||6,612||1|1|0||||||
35CB052|"CODO 45 FG 1 """|PZA||||||||||||17,89416||1|1|0||||||
35CB053|"CODO 45 FG 1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CB054|"CODO 45 FG 1 1/2"""|PZA||||||||||||43,7436||1|1|0||||||
35CB055|"CODO 45 FG 2 """|PZA||||||||||||58,17864||1|1|0||||||
35CB056|"CODO 45 FG 2 1/2"""|PZA||||||||||||52,2||1|1|0||||||
35CB057|"CODO 45 FG 3"""|PZA||||||||||||140,95392||1|1|0||||||
35CB058|"CODO 45 FG 3 1/2"""|PZA||||||||||||0||1|1|0||||||
35CB059|"CODO 45 FG 4"""|PZA||||||||||||290,13456||1|1|0||||||
35CB060|"CODO 45 FG 6"""|PZA||||||||||||393,45576||1|1|0||||||
35CB061|"CODO 45 FG 8"""|PZA||||||||||||337,56||1|1|0||||||
35CB100|"CODO 90 FG  1/2"""|PZA||||||||||||4,22472||1|1|0||||||
35CB101|"CODO 90 FG  3/4"""|PZA||||||||||||5,8812||1|1|0||||||
35CB102|"CODO 90 FG 1 """|PZA||||||||||||9,13152||1|1|0||||||
35CB103|"CODO 90 FG 1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CB104|"CODO 90 FG 1 1/2"""|PZA||||||||||||25,24392||1|1|0||||||
35CB105|"CODO 90 FG 2 """|PZA||||||||||||29,74704||1|1|0||||||
35CB106|"CODO 90 FG 2 1/2"""|PZA||||||||||||69,89232||1|1|0||||||
35CB107|"CODO 90 FG 3"""|PZA||||||||||||118,64712||1|1|0||||||
35CB108|"CODO 90 FG 3 1/2"""|PZA||||||||||||0||1|1|0||||||
35CB109|"CODO 90 FG 4"""|PZA||||||||||||197,5944||1|1|0||||||
35CB110|"CODO 90 FG 6"""|PZA||||||||||||837,17664||1|1|0||||||
35CC005|"TEE FG  1/2""* 1/2"""|PZA||||||||||||5,52624||1|1|0||||||
35CC006|"TEE FG  1/2""* 3/4"""|PZA||||||||||||6,264||1|1|0||||||
35CC007|"TEE FG  1/2""*1 """|PZA||||||||||||21,0192||1|1|0||||||
35CC008|"TEE FG  1/2""*1 1/2"""|PZA||||||||||||37,3056||1|1|0||||||
35CC009|"TEE FG  1/2""*1 1/2"""|PZA||||||||||||22,6896||1|1|0||||||
35CC010|"TEE FG  1/2""*2 """|PZA||||||||||||129,456||1|1|0||||||
35CC011|"TEE FG  1/2""*2 1/2"""|PZA||||||||||||249,3072||1|1|0||||||
35CC012|"TEE FG  1/2""*3"""|PZA||||||||||||274,6416||1|1|0||||||
35CC017|"TEE FG  3/4""* 1/2"""|PZA||||||||||||9,048||1|1|0||||||
35CC018|"TEE FG  3/4""* 3/4"""|PZA||||||||||||8,01792||1|1|0||||||
35CC019|"TEE FG  3/4""*1 """|PZA||||||||||||18,096||1|1|0||||||
35CC020|"TEE FG  3/4""*2 """|PZA||||||||||||27,7008||1|1|0||||||
35CC021|"TEE FG  3/4""*2 1/2"""|PZA||||||||||||236,9184||1|1|0||||||
35CC022|"TEE FG  3/4""*3"""|PZA||||||||||||253,4832||1|1|0||||||
35CC025|"TEE FG 1 ""*1 """|PZA||||||||||||11,49096||1|1|0||||||
35CC026|"TEE FG 1 ""*2"""|PZA||||||||||||31,0416||1|1|0||||||
35CC027|"TEE FG 1 ""*3"""|PZA||||||||||||139,2||1|1|0||||||
35CC028|"TEE FG 1 ""*1 1/2"""|PZA||||||||||||14,4072||1|1|0||||||
35CC032|"TEE FG 1 1/2""*1 1/2"""|PZA||||||||||||26,97696||1|1|0||||||
35CC033|"TEE FG 1 1/2""*2 """|PZA||||||||||||28,536||1|1|0||||||
35CC034|"TEE FG 1 1/2""*2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CC035|"TEE FG 1 1/2""*3"""|PZA||||||||||||146,16||1|1|0||||||
35CC036|"TEE FG 1 1/2""*4"""|PZA||||||||||||0||1|1|0||||||
35CC037|"TEE FG 1 1/2""*6"""|PZA||||||||||||0||1|1|0||||||
35CC038|"TEE FG 1 1/2""*8"""|PZA||||||||||||0||1|1|0||||||
35CC042|"TEE FG 1 1/4""*1 1/4"""|PZA||||||||||||22,61304||1|1|0||||||
35CC045|"TEE FG 2 ""*2 """|PZA||||||||||||38,6976||1|1|0||||||
35CC046|"TEE FG 2 ""*2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CC047|"TEE FG 2 ""*3"""|PZA||||||||||||133,1448||1|1|0||||||
35CC048|"TEE FG 2 ""*4"""|PZA||||||||||||0||1|1|0||||||
35CC049|"TEE FG 2 ""*6"""|PZA||||||||||||0||1|1|0||||||
35CC050|"TEE FG 2 ""*8"""|PZA||||||||||||0||1|1|0||||||
35CC054|"TEE FG 2 1/2""*2 1/2"""|PZA||||||||||||94,61424||1|1|0||||||
35CC055|"TEE FG 2 1/2""*3"""|PZA||||||||||||0||1|1|0||||||
35CC056|"TEE FG 2 1/2""*4"""|PZA||||||||||||0||1|1|0||||||
35CC057|"TEE FG 2 1/2""*6"""|PZA||||||||||||0||1|1|0||||||
35CC058|"TEE FG 2 1/2""*8"""|PZA||||||||||||0||1|1|0||||||
35CC061|"TEE FG 3""*3"""|PZA||||||||||||133,41624||1|1|0||||||
35CC062|"TEE FG 3""*4"""|PZA||||||||||||211,7928||1|1|0||||||
35CC063|"TEE FG 3""*6"""|PZA||||||||||||0||1|1|0||||||
35CC064|"TEE FG 3""*8"""|PZA||||||||||||0||1|1|0||||||
35CC067|"TEE FG 4""*4"""|PZA||||||||||||225,16296||1|1|0||||||
35CC068|"TEE FG 4""*6"""|PZA||||||||||||0||1|1|0||||||
35CC069|"TEE FG 4""*8"""|PZA||||||||||||0||1|1|0||||||
35CC074|"TEE FG 6""*6"""|PZA||||||||||||1064,4276||1|1|0||||||
35CC075|"TEE FG 6""*8"""|PZA||||||||||||0||1|1|0||||||
35CC077|"TEE FG 8""*8"""|PZA||||||||||||0||1|1|0||||||
35CD001|"UNION UNIVERSAL FG    1/2"""|PZA||||||||||||11,40744||1|1|0||||||
35CD002|"UNION UNIVERSAL FG    3/4"""|PZA||||||||||||13,21704||1|1|0||||||
35CD003|"UNION UNIVERSAL FG  1 """|PZA||||||||||||16,67616||1|1|0||||||
35CD004|"UNION UNIVERSAL FG  1 1/4"""|PZA||||||||||||30,5544||1|1|0||||||
35CD005|"UNION UNIVERSAL FG  1 1/2"""|PZA||||||||||||33,60984||1|1|0||||||
35CD006|"UNION UNIVERSAL FG  2 """|PZA||||||||||||52,05384||1|1|0||||||
35CD007|"UNION UNIVERSAL FG  2 1/2"""|PZA||||||||||||121,52856||1|1|0||||||
35CD008|"UNION UNIVERSAL FG  3 """|PZA||||||||||||190,24464||1|1|0||||||
35CD009|"UNION UNIVERSAL FG  3 1/2"""|PZA||||||||||||0||1|1|0||||||
35CD010|"UNION UNIVERSAL FG  4 """|PZA||||||||||||423,30024||1|1|0||||||
35CD011|"UNION UNIVERSAL FG  6 """|PZA||||||||||||0||1|1|0||||||
35CE001|"COPLA FG   1/2"""|PZA||||||||||||3,91152||1|1|0||||||
35CE002|"COPLA FG   3/4"""|PZA||||||||||||4,65624||1|1|0||||||
35CE003|"COPLA FG  1 """|PZA||||||||||||6,1596||1|1|0||||||
35CE004|"COPLA FG  1 1/4"""|PZA||||||||||||11,7972||1|1|0||||||
35CE005|"COPLA FG  1 1/2"""|PZA||||||||||||15,49296||1|1|0||||||
35CE006|"COPLA FG  2 """|PZA||||||||||||22,47384||1|1|0||||||
35CE007|"COPLA FG  2 1/2"""|PZA||||||||||||43,09632||1|1|0||||||
35CE008|"COPLA FG  3 """|PZA||||||||||||82,00272||1|1|0||||||
35CE009|"COPLA FG  4 """|PZA||||||||||||177,46608||1|1|0||||||
35CE010|"COPLA FG  6 """|PZA||||||||||||0||1|1|0||||||
35CE200|"NIPLE FG   1/2""  - 10 cm."|PZA||||||||||||3,92544||1|1|0||||||
35CE201|"NIPLE FG   3/4""  - 15 cm."|PZA||||||||||||4,7676||1|1|0||||||
35CE202|"NIPLE FG  1 ""    - 1 1/2"""|PZA||||||||||||14,268||1|1|0||||||
35CE203|"NIPLE FG  1 ""    - 15 cm."|PZA||||||||||||6,73032||1|1|0||||||
35CE204|"NIPLE FG  1 1/4"" - 15 cm."|PZA||||||||||||0||1|1|0||||||
35CE205|"NIPLE FG  1 1/2"" - 15 cm."|PZA||||||||||||13,55112||1|1|0||||||
35CE206|"NIPLE FG  2 ""    - 10 cm."|PZA||||||||||||15,7992||1|1|0||||||
35CE207|"NIPLE FG  2 ""    - 15 cm."|PZA||||||||||||19,63416||1|1|0||||||
35CE208|"NIPLE FG  2 ""    - 20 cm."|PZA||||||||||||23,54568||1|1|0||||||
35CE209|"NIPLE FG  2 1/2"" - 20 cm."|PZA||||||||||||36,03192||1|1|0||||||
35CE210|"NIPLE FG  3 ""    - 20 cm."|PZA||||||||||||50,112||1|1|0||||||
35CE211|"NIPLE FG  3 ""    - 50 cm."|PZA||||||||||||50,04936||1|1|0||||||
35CE212|"NIPLE FG  4 ""    - 25 cm"|PZA||||||||||||46,61112||1|1|0||||||
35CE213|"NIPLE FG  4 ""    - 50 cm."|PZA||||||||||||88,31544||1|1|0||||||
35CE214|"NIPLE FG  6"""|PZA||||||||||||0||1|1|0||||||
35CE300|"NIPLE HEXAGONAL  FG    1/2"""|PZA||||||||||||4,20384||1|1|0||||||
35CE301|"NIPLE HEXAGONAL  FG    3/4"""|PZA||||||||||||5,01816||1|1|0||||||
35CE302|"NIPLE HEXAGONAL  FG  1 """|PZA||||||||||||7,134||1|1|0||||||
35CE303|"NIPLE HEXAGONAL  FG  1 1/4"""|PZA||||||||||||12,40272||1|1|0||||||
35CE304|"NIPLE HEXAGONAL  FG  1 1/2"""|PZA||||||||||||14,35152||1|1|0||||||
35CE305|"NIPLE HEXAGONAL  FG  2 """|PZA||||||||||||23,7336||1|1|0||||||
35CE306|"NIPLE HEXAGONAL  FG  2 1/2"""|PZA||||||||||||39,5676||1|1|0||||||
35CE307|"NIPLE HEXAGONAL  FG  3 """|PZA||||||||||||50,00064||1|1|0||||||
35CE308|"NIPLE HEXAGONAL  FG  4 """|PZA||||||||||||64,80456||1|1|0||||||
35CF001|"REDUCCION DE FG 1/2""-3/4"""|PZA||||||||||||4,32912||1|1|0||||||
35CF002|"REDUCCION DE FG 1/2""-1"""|PZA||||||||||||7,35672||1|1|0||||||
35CF003|"REDUCCION DE FG 1/2""-1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CF004|"REDUCCION DE FG 1/2""-1 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF005|"REDUCCION DE FG 1/2""-2"""|PZA||||||||||||18,096||1|1|0||||||
35CF006|"REDUCCION DE FG 1/2""-2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF007|"REDUCCION DE FG 1/2""-3"""|PZA||||||||||||0||1|1|0||||||
35CF008|"REDUCCION DE FG 1/2""-4"""|PZA||||||||||||0||1|1|0||||||
35CF009|"REDUCCION DE FG 1/2""-6"""|PZA||||||||||||0||1|1|0||||||
35CF010|"REDUCCION DE FG 1/2""-8"""|PZA||||||||||||0||1|1|0||||||
35CF011|"REDUCCION DE FG 3/4""-1"""|PZA||||||||||||6,82776||1|1|0||||||
35CF012|"REDUCCION DE FG 3/4""-1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CF013|"REDUCCION DE FG 3/4""-1 1/2"""|PZA||||||||||||14,3724||1|1|0||||||
35CF014|"REDUCCION DE FG 3/4""-2"""|PZA||||||||||||0||1|1|0||||||
35CF015|"REDUCCION DE FG 3/4""-2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF016|"REDUCCION DE FG 3/4""-3"""|PZA||||||||||||0||1|1|0||||||
35CF017|"REDUCCION DE FG 3/4""-4"""|PZA||||||||||||0||1|1|0||||||
35CF018|"REDUCCION DE FG 3/4""-6"""|PZA||||||||||||0||1|1|0||||||
35CF019|"REDUCCION DE FG 3/4""-8"""|PZA||||||||||||0||1|1|0||||||
35CF020|"REDUCCION DE FG 1""-1 1/4"""|PZA||||||||||||10,85064||1|1|0||||||
35CF021|"REDUCCION DE FG 1""-1 1/2"""|PZA||||||||||||13,11264||1|1|0||||||
35CF022|"REDUCCION DE FG 1""-2"""|PZA||||||||||||21,63864||1|1|0||||||
35CF023|"REDUCCION DE FG 1""-2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF024|"REDUCCION DE FG 1""-3"""|PZA||||||||||||0||1|1|0||||||
35CF025|"REDUCCION DE FG 1""-4"""|PZA||||||||||||0||1|1|0||||||
35CF026|"REDUCCION DE FG 1""-6"""|PZA||||||||||||0||1|1|0||||||
35CF027|"REDUCCION DE FG 1""-8"""|PZA||||||||||||0||1|1|0||||||
35CF028|"REDUCCION DE FG 1 1/4""-1 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF029|"REDUCCION DE FG 1 1/4""-2"""|PZA||||||||||||0||1|1|0||||||
35CF030|"REDUCCION DE FG 1 1/4""-2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CF031|"REDUCCION DE FG 1 1/4""-3"""|PZA||||||||||||0||1|1|0||||||
35CF032|"REDUCCION DE FG 1 1/4""-4"""|PZA||||||||||||0||1|1|0||||||
35CF033|"REDUCCION DE FG 1 1/4""-6"""|PZA||||||||||||0||1|1|0||||||
35CF034|"REDUCCION DE FG 1 1/4""-8"""|PZA||||||||||||0||1|1|0||||||
35CF035|"REDUCCION DE FG 1 1/2""-2"""|PZA||||||||||||22,23024||1|1|0||||||
35CF036|"REDUCCION DE FG 1 1/2""-2 1/2"""|PZA||||||||||||19,0008||1|1|0||||||
35CF037|"REDUCCION DE FG 1 1/2""-3"""|PZA||||||||||||58,47096||1|1|0||||||
35CF038|"REDUCCION DE FG 1 1/2""-4"""|PZA||||||||||||104,07288||1|1|0||||||
35CF039|"REDUCCION DE FG 1 1/2""-6"""|PZA||||||||||||0||1|1|0||||||
35CF040|"REDUCCION DE FG 1 1/2""-8"""|PZA||||||||||||0||1|1|0||||||
35CF041|"REDUCCION DE FG 2""-2 1/2"""|PZA||||||||||||37,55616||1|1|0||||||
35CF042|"REDUCCION DE FG 2""-3"""|PZA||||||||||||52,42968||1|1|0||||||
35CF043|"REDUCCION DE FG 2""-4"""|PZA||||||||||||94,76736||1|1|0||||||
35CF044|"REDUCCION DE FG 2""-6"""|PZA||||||||||||229,34592||1|1|0||||||
35CF045|"REDUCCION DE FG 2""-8"""|PZA||||||||||||0||1|1|0||||||
35CF046|"REDUCCION DE FG 2 1/2""-3"""|PZA||||||||||||47,4672||1|1|0||||||
35CF047|"REDUCCION DE FG 2 1/2""-4"""|PZA||||||||||||0||1|1|0||||||
35CF048|"REDUCCION DE FG 2 1/2""-6"""|PZA||||||||||||0||1|1|0||||||
35CF049|"REDUCCION DE FG 2 1/2""-8"""|PZA||||||||||||0||1|1|0||||||
35CF050|"REDUCCION DE FG 3""-4"""|PZA||||||||||||113,53152||1|1|0||||||
35CF051|"REDUCCION DE FG 3""-6"""|PZA||||||||||||0||1|1|0||||||
35CF052|"REDUCCION DE FG 3""-8"""|PZA||||||||||||0||1|1|0||||||
35CF053|"REDUCCION DE FG 4""-6"""|PZA||||||||||||257,1372||1|1|0||||||
35CF054|"REDUCCION DE FG 4""-8"""|PZA||||||||||||0||1|1|0||||||
35CF055|"REDUCCION DE FG 6""-8"""|PZA||||||||||||177,132||1|1|0||||||
35CG001|"ADAPTADOR FG PVC   1/2"""|PZA||||||||||||0||1|1|0||||||
35CG002|"ADAPTADOR FG PVC  1 """|PZA||||||||||||3,132||1|1|0||||||
35CG003|"ADAPTADOR FG PVC  1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CG004|"ADAPTADOR FG PVC  1 1/2"""|PZA||||||||||||0||1|1|0||||||
35CG005|"ADAPTADOR FG PVC  2 """|PZA||||||||||||12,528||1|1|0||||||
35CG006|"ADAPTADOR FG PVC  2 1/2"""|PZA||||||||||||39,5328||1|1|0||||||
35CG007|"ADAPTADOR FG PVC  6"""|PZA||||||||||||65,6328||1|1|0||||||
35CH001|"YEE FG   1/2"""|PZA||||||||||||0||1|1|0||||||
35CH002|"YEE FG  3/4"""|PZA||||||||||||26,448||1|1|0||||||
35CH003|"YEE FG 1 """|PZA||||||||||||62,3616||1|1|0||||||
35CH004|YEE FG 1 1/4|PZA||||||||||||0||1|1|0||||||
35CH005|"YEE FG 1 1/2"""|PZA||||||||||||0||1|1|0||||||
35CH006|"YEE FG 2 """|PZA||||||||||||94,9344||1|1|0||||||
35CH007|"YEE FG 2 1/2"""|PZA||||||||||||0||1|1|0||||||
35CH008|"YEE FG 3"""|PZA||||||||||||86,3736||1|1|0||||||
35CH009|"YEE FG 3 1/2"""|PZA||||||||||||0||1|1|0||||||
35CH010|"YEE FG 4"""|PZA||||||||||||147,4128||1|1|0||||||
35CH011|"YEE FG 6"""|PZA||||||||||||0||1|1|0||||||
35CH012|"YEE FG 8"""|PZA||||||||||||0||1|1|0||||||
35CI001|"CRUZ FG   1/2"""|PZA||||||||||||12,95256||1|1|0||||||
35CI002|"CRUZ FG   3/4"""|PZA||||||||||||18,36048||1|1|0||||||
35CI003|"CRUZ FG  1 """|PZA||||||||||||23,12112||1|1|0||||||
35CI004|"CRUZ FG  1 1/4"""|PZA||||||||||||35,31504||1|1|0||||||
35CI005|"CRUZ FG  1 1/2"""|PZA||||||||||||48,14232||1|1|0||||||
35CI006|"CRUZ FG  2 """|PZA||||||||||||72,71808||1|1|0||||||
35CI007|"CRUZ FG  2 1/2"""|PZA||||||||||||149,69568||1|1|0||||||
35CI008|"CRUZ FG  3"""|PZA||||||||||||184,0572||1|1|0||||||
35CI009|"CRUZ FG  4"""|PZA||||||||||||239,4936||1|1|0||||||
35CI010|"CRUZ FG  6"""|PZA||||||||||||239,4936||1|1|0||||||
35CJ001|"TAPON FG   1/2"""|PZA||||||||||||3,41736||1|1|0||||||
35CJ002|"TAPON FG   3/4"""|PZA||||||||||||4,11336||1|1|0||||||
35CJ003|"TAPON FG  1 """|PZA||||||||||||5,19216||1|1|0||||||
35CJ004|"TAPON FG  1 1/4"""|PZA||||||||||||0||1|1|0||||||
35CJ005|"TAPON FG  1 1/2"""|PZA||||||||||||20,88||1|1|0||||||
35CJ006|"TAPON FG  2 """|PZA||||||||||||15,61824||1|1|0||||||
35CJ007|"TAPON FG  2 1/2"""|PZA||||||||||||25,3344||1|1|0||||||
35CJ008|"TAPON FG  3"""|PZA||||||||||||41,84352||1|1|0||||||
35CJ009|"TAPON FG  4"""|PZA||||||||||||30,0672||1|1|0||||||
35CJ021|"TAPON HEMBRA FG  1/2"""|PZA||||||||||||4,09248||1|1|0||||||
35CJ022|"TAPON HEMBRA FG  3/4"""|PZA||||||||||||5,01816||1|1|0||||||
35CJ023|"TAPON HEMBRA FG 2"""|PZA||||||||||||18,36048||1|1|0||||||
35CJ024|"TAPON HEMBRA FG 1"""|PZA||||||||||||5,95776||1|1|0||||||
35CK004|"RAMAL 90� 1 1/2""-2"""|PZA||||||||||||1,39896||1|1|0||||||
35CK005|"RAMAL 90� 1 1/2""-3"""|PZA||||||||||||1,39896||1|1|0||||||
35CK007|"RAMAL C/CURVA 90� 4""-4"""|PZA||||||||||||1,39896||1|1|0||||||
35CK011|"RAMAL 90� 4""-4"""|PZA||||||||||||1,39896||1|1|0||||||
35CZ001|"PASAMURO FG 1 1/2"" x 0,6 M"|PZA||||||||||||0||1|1|0||||||
35CZ002|"PASAMURO FG 2"" x 1/4 M"|PZA||||||||||||0||1|1|0||||||
35DA001|"TUBERIA PVC C- 6  2"""|ML||||||||||||0||1|1|0||||||
35DA002|"TUBERIA PVC C- 6  3"""|ML||||||||||||31,09032||1|1|0||||||
35DA003|"TUBERIA PVC C- 6  4"""|ML||||||||||||45,81768||1|1|0||||||
35DA004|"TUBERIA PVC C- 6  6"""|ML||||||||||||93,59112||1|1|0||||||
35DA005|"TUBERIA PVC C- 6  8"""|ML||||||||||||142,72872||1|1|0||||||
35DA050|"TUBERIA PVC C- 9  2 """|ML||||||||||||15,59736||1|1|0||||||
35DA051|"TUBERIA PVC C- 9  2 1/2"""|ML||||||||||||24,15816||1|1|0||||||
35DA052|"TUBERIA PVC C- 9  3"""|ML||||||||||||32,94168||1|1|0||||||
35DA053|"TUBERIA PVC C- 9  4"""|ML||||||||||||53,55024||1|1|0||||||
35DA054|"TUBERIA PVC C- 9  6"""|ML||||||||||||124,55616||1|1|0||||||
35DA055|"TUBERIA PVC C- 9  8 """|ML||||||||||||205,08336||1|1|0||||||
35DA056|"TUBERIA PVC C- 9 10"""|ML||||||||||||331,5048||1|1|0||||||
35DA062|"TUBERIA PVC C-9 JUNTA RAPIDA  1 1/2"""|ML||||||||||||0||1|1|0||||||
35DA063|"TUBERIA PVC C-9 JUNTA RAPIDA  2 """|ML||||||||||||17,3652||1|1|0||||||
35DA064|"TUBERIA PVC C-9 JUNTA RAPIDA  2 1/2"""|ML||||||||||||26,83776||1|1|0||||||
35DA065|"TUBERIA PVC C-9 JUNTA RAPIDA  2 3/4"""|ML||||||||||||0||1|1|0||||||
35DA066|"TUBERIA PVC C-9 JUNTA RAPIDA  3"""|ML||||||||||||36,31032||1|1|0||||||
35DA067|"TUBERIA PVC C-9 JUNTA RAPIDA  4"""|ML||||||||||||57,3504||1|1|0||||||
