Ref.* (p.ref)|Etiqueta* (p.label)|Descripción (p.description)|URL pública (p.url)|Código contable ventas (p.accountancy_code_sell)|Código contable compras (p.accountancy_code_buy)|Nota (p.note)|Length (p.length)|Surface (p.surface)|Volume (p.volume)|Weight (p.weight)|Duración (p.duration)|Código aduanero (p.customcode)|PVP sin IVA (p.price)|PVP con IVA (p.price_ttc)|IVA (p.tva_tx)|En venta* (p.tosell)|En compra* (p.tobuy)|Tipo* (p.fk_product_type)|Naturaleza (p.finished)|Fecha de creación (p.datec)|Stock límite para alertas (p.seuil_stock_alerte)|Stock óptimo deseado (p.desiredstock)|Valor (PMP) (p.pmp)|CostPrice (p.cost_price)
50AE002|"FILTRO GEOMECANICO NERVURADO 4""- 2 M"|PZA||||||||||||0||1|1|0||||||
50AE003|"FILTRO GEOMECANICO NERVURADO 6""- 2 M"|PZA||||||||||||583,0392||1|1|0||||||
50AE004|"FILTRO GEOMECANICO NERVURADO 6""- 4 M"|PZA||||||||||||995,0712||1|1|0||||||
50AE005|"FILTRO GEOMECANICO NERVURADO 8""- 1 M"|PZA||||||||||||981,36||1|1|0||||||
50AE006|"FILTRO GEOMECANICO NERVURADO 8""- 2 M"|PZA||||||||||||1045,6008||1|1|0||||||
50AE007|"FILTRO GEOMECANICO NERVURADO 8""- 4 M"|PZA||||||||||||2118,4848||1|1|0||||||
50AE008|"FILTRO GEOMECANICO NERVURADO10""- 2 M"|PZA||||||||||||1939,3344||1|1|0||||||
50AE009|"REDUCCION DN 154 S x 100 S (6""-4"")"|PZA||||||||||||0||1|1|0||||||
50AE010|"REDUCCION DN 206 S x 154 S (8""-6"")"|PZA||||||||||||493,0464||1|1|0||||||
50AE011|"REDUCCION DN 250 S x 206 S (10""-8"")"|PZA||||||||||||0||1|1|0||||||
50AF001|"REVESTIMIENTO GEOMEC.NERV.DN 100S 4""-1 M"|PZA||||||||||||0||1|1|0||||||
50AF002|"REVESTIMIENTO GEOMEC.NERV.DN 100S 4""-2 M"|PZA||||||||||||0||1|1|0||||||
50AF003|"REVESTIMIENTO GEOMEC.NERV.DN 100S 4""-4 M"|PZA||||||||||||0||1|1|0||||||
50AF004|"REVESTIMIENTO GEOMEC.NERV.DN 154S 6""-1 M"|PZA||||||||||||231,9072||1|1|0||||||
50AF005|"REVESTIMIENTO GEOMEC.NERV.DN 154S 6""-2 M"|PZA||||||||||||422,0544||1|1|0||||||
50AF006|"REVESTIMIENTO GEOMEC.NERV.DN 154S 6""-4 M"|PZA||||||||||||767,2008||1|1|0||||||
50AF007|"REVESTIMIENTO GEOMEC.NERV.DN 206S 8""-1 M"|PZA||||||||||||417,6||1|1|0||||||
50AF008|"REVESTIMIENTO GEOMEC.NERV.DN 206S 8""-2 M"|PZA||||||||||||725,4408||1|1|0||||||
50AF009|"REVESTIMIENTO GEOMEC.NERV.DN 206S 8""-4 M"|PZA||||||||||||1610,8224||1|1|0||||||
50AF010|"REVESTIMIENTO GEOMEC.NERV.DN 250S 10""-1"|PZA||||||||||||0||1|1|0||||||
50AF011|"REVESTIMIENTO GEOMEC.NERV.DN 250S 10""-2"|PZA||||||||||||1289,8968||1|1|0||||||
50AG001|"ZAPATA DE APOYO 154 S (6"")"|PZA||||||||||||0||1|1|0||||||
51AA001|FILTRACION ANAEROBICA 1 P=300-450 HAB|PZA||||||||||||11783,28||1|1|0||||||
51AA002|FILTRACION ANAEROBICA P= 600 - 900 HAB|PZA||||||||||||16655,28||1|1|0||||||
51AB001|DEPOSITO DE DECANTACION|PZA||||||||||||12025,9056||1|1|0||||||
51AB002|DOSADOR NIVEL CTE.  P/ CAL HIDRATADA|PZA||||||||||||12180||1|1|0||||||
51AB003|DOSADOR NIVEL CTE. HIPOCLORITO DE CA|PZA||||||||||||12180||1|1|0||||||
51AB004|DOSADOR NIVEL CTE. SULFATO DE AL|PZA||||||||||||12180||1|1|0||||||
51AB005|HIDROMETRO MULTCH. SCHLUMBERGER 10 M3/H|PZA||||||||||||0||1|1|0||||||
51AB006|HIDROMETRO MULTCH. SCHLUMBERGER 3 M3/H|PZA||||||||||||125,28||1|1|0||||||
51AB007|HIDROMETRO MULTCH. SCHLUMBERGER 5 M3/H|PZA||||||||||||0||1|1|0||||||
51AB008|HIDROMETRO MULTCH. SCHLUMBERGER 7 M3/H|PZA||||||||||||0||1|1|0||||||
51AC001|MEZCLADOR LENTO  EJE VERTICAL|PZA||||||||||||34904,4||1|1|0||||||
51AC002|MEZCLADOR RAPIDO EJE VERTICAL|PZA||||||||||||23316||1|1|0||||||
51AD001|PUENTE COLGANTE  L = 15 m.|PZA||||||||||||1728,7248||1|1|0||||||
51AD002|PUENTE COLGANTE  L = 20 m.|PZA||||||||||||3006,5112||1|1|0||||||
51AD003|PUENTE COLGANTE  L = 30 m.|PZA||||||||||||4209,06||1|1|0||||||
51AE001|ARANDELA CUADRADA PLANA|PZA||||||||||||12,0408||1|1|0||||||
51AE002|BOQUILLA PVC PARA FILTRO A.P.|PZA||||||||||||17,9568||1|1|0||||||
51AE003|"COMPUERTA MADERA TRATADA  E = 2"" (0.6M)"|PZA||||||||||||320,16||1|1|0||||||
51AE004|COMPUERTA METALICA  60 X 30 CM|PZA||||||||||||222,72||1|1|0||||||
51AE005|COMPUERTA METALICA 0.2 X 0.10 M|PZA||||||||||||0||1|1|0||||||
51AE006|MODULOS TUBULARES DE PVC|PZA||||||||||||0||1|1|0||||||
51AE007|PEDESTAL CON SUSPENCION (CAMIRI)|PZA||||||||||||0||1|1|0||||||
51AE008|PICO LARGO CHORRO DIRECTO|PZA||||||||||||18,792||1|1|0||||||
51AE009|PLACA PLANA A-C. 6 MM  0.6 x 2.24|PZA||||||||||||58,464||1|1|0||||||
51AE010|PLACAS VERTEDORAS DE MADERA|P2||||||||||||3,7584||1|1|0||||||
51AE011|PLANCHA DE ACERO SOLDADA EN U|KG||||||||||||5,4288||1|1|0||||||
51AE012|POLIETILENO 500 MICRONES|M2||||||||||||9,048||1|1|0||||||
51AE013|REGLA GRADUADA|M2||||||||||||82,6848||1|1|0||||||
51AE014|REJILLA METALICA|M2||||||||||||0||1|1|0||||||
51AE015|SIFON PLASTICO|PZA||||||||||||7,5168||1|1|0||||||
51AE016|TABLERO DE CONTROL|PZA||||||||||||9620,7384||1|1|0||||||
51AE017|VALVULA OBTURADORA  PARA HIPOCLORADOR|PZA||||||||||||12,0408||1|1|0||||||
51AE018|"VERTEDERO METALICO  0.3 x 4.5 M  E = 1"""|PZA||||||||||||814,32||1|1|0||||||
51AE019|VERTEDOR TRIANGULAR INOXIDABLE|PZA||||||||||||291,624||1|1|0||||||
51BA001|EQUIPO HIPOCLORADOR|PZA||||||||||||828,588||1|1|0||||||
51BA002|ESFERITAS PLASTICAS CON CONCRETO|ML||||||||||||556,1736||1|1|0||||||
51BA003|"ESFERITAS PLASTICAS CON HoSo 1:2  D=2"""|PZA||||||||||||2,436||1|1|0||||||
51BC001|HIPOCLORITO DE CALCIO|LT||||||||||||0||1|1|0||||||
51BC002|HIPOCLORITO DE CALCIO AL 70 %|KG||||||||||||39,6024||1|1|0||||||
51BC003|HIPOCLORITO DE SODIO|KG||||||||||||13,5024||1|1|0||||||
51BC004|HIPOCLORITO AL 70 %|LT||||||||||||37,584||1|1|0||||||
51BC010|SULFATO DE ALUMINIO  Al(SO4)|TON||||||||||||3132||1|1|0||||||
51BC011|SULFATO DE ALUMINIO  Al(SO4)|KG||||||||||||3,132||1|1|0||||||
51BD001|ANALISIS BACTERIOLOGICO|JGO||||||||||||0||1|1|0||||||
51BD002|ANALISIS DE DBO|JGO||||||||||||0||1|1|0||||||
51BD003|ANALISIS FISICO-QUIMICO|JGO||||||||||||0||1|1|0||||||
51BE001|ANTRACITA P/MEDIO FILTRANTE TAM 0.8-1.0M|M3||||||||||||2508,3144||1|1|0||||||
51BE002|ARENA DE CUARZO (FILTROS RAPIDO)|M3||||||||||||363,5904||1|1|0||||||
51BE003|ARENA PARA FILTRO|M3||||||||||||83,52||1|1|0||||||
51BE004|COQUE (Material poroso)|M3||||||||||||37,584||1|1|0||||||
51BE005|"GRAVA CUARZO 1"" - 1/2"" (FILTROS RAPIDOS)"|M3||||||||||||6103,0152||1|1|0||||||
51BE006|"GRAVA CUARZO 1/2"" - 1/4"" (FILTROS RAPIDO"|M3||||||||||||6103,0152||1|1|0||||||
51BE007|"GRAVA CUARZO 1/4"" - 1/8"" (FILTROS RAPIDO"|M3||||||||||||6103,0152||1|1|0||||||
60AA001|ALAMBRE DE COBRE DESNUDO AWG  2|ML||||||||||||16,69704||1|1|0||||||
60AA002|ALAMBRE DE COBRE DESNUDO AWG  4|ML||||||||||||10,87152||1|1|0||||||
60AA003|ALAMBRE DE COBRE DESNUDO AWG  6|ML||||||||||||7,01568||1|1|0||||||
60AA004|ALAMBRE DE COBRE DESNUDO AWG  8|ML||||||||||||4,46832||1|1|0||||||
60AA005|ALAMBRE DE COBRE DESNUDO AWG 10|ML||||||||||||2,54736||1|1|0||||||
60AA006|ALAMBRE DE COBRE DESNUDO AWG 12|ML||||||||||||1,69128||1|1|0||||||
60AA007|ALAMBRE DE COBRE DESNUDO AWG 14|ML||||||||||||1,16928||1|1|0||||||
60AA008|ALAMBRE DE COBRE DESNUDO AWG 16|ML||||||||||||0,82128||1|1|0||||||
60AA009|ALAMBRE DE COBRE DESNUDO AWG 18|ML||||||||||||0,49416||1|1|0||||||
60AA010|ALAMBRE DE COBRE DESNUDO AWG 20|ML||||||||||||0||1|1|0||||||
60AA050|ALAMBRE DE COBRE DESNUDO DE 35 MM2|ML||||||||||||0||1|1|0||||||
60AB001|ALAMBRE DE CU AISL. AWG  4 THW-75 C-600V|ML||||||||||||11,67888||1|1|0||||||
60AB002|ALAMBRE DE CU AISL. AWG  6 THW-75 C-600V|ML||||||||||||7,43328||1|1|0||||||
60AB003|ALAMBRE DE CU AISL. AWG  8 THW-75 C-600V|ML||||||||||||4,64928||1|1|0||||||
60AB004|ALAMBRE DE CU AISL. AWG 10 THW-75 C-600V|ML||||||||||||2,84664||1|1|0||||||
60AB005|ALAMBRE DE CU AISL. AWG 12 THW-75 C-600V|ML||||||||||||1,85136||1|1|0||||||
60AB006|ALAMBRE DE CU AISL. AWG 14 THW-75 C-600V|ML||||||||||||1,24584||1|1|0||||||
60AB007|ALAMBRE DE CU AISL. AWG 16 THW-75 C-600V|ML||||||||||||0,86304||1|1|0||||||
60AB008|ALAMBRE DE CU AISL. AWG 18 THW-75 C-600V|ML||||||||||||0,64032||1|1|0||||||
60AB009|ALAMBRE DE CU AISL. AWG 20 THW-75 C-600V|ML||||||||||||0,44544||1|1|0||||||
60AB010|ALAMBRE DE CU AISL. AWG 22 THW-75 C-600V|ML||||||||||||0,38976||1|1|0||||||
60AC002|CABLE DE CU DESNUDO AWG 1/0|ML||||||||||||30,12288||1|1|0||||||
60AC003|CABLE DE CU DESNUDO AWG 10|ML||||||||||||3,02064||1|1|0||||||
60AC004|CABLE DE CU DESNUDO AWG 12|ML||||||||||||2,08104||1|1|0||||||
60AC005|CABLE DE CU DESNUDO AWG 14|ML||||||||||||1,26672||1|1|0||||||
60AC006|CABLE DE CU DESNUDO AWG 16|ML||||||||||||0,91872||1|1|0||||||
60AC007|CABLE DE CU DESNUDO AWG 18|ML||||||||||||0,64032||1|1|0||||||
60AC008|CABLE DE CU DESNUDO AWG 2|ML||||||||||||18,6528||1|1|0||||||
60AC009|CABLE DE CU DESNUDO AWG 2/0|ML||||||||||||37,47264||1|1|0||||||
60AC010|CABLE DE CU DESNUDO AWG 20|ML||||||||||||0,43848||1|1|0||||||
60AC011|CABLE DE CU DESNUDO AWG 22|ML||||||||||||0,36888||1|1|0||||||
60AC012|CABLE DE CU DESNUDO AWG 3/0|ML||||||||||||46,3536||1|1|0||||||
60AC013|CABLE DE CU DESNUDO AWG 4|ML||||||||||||12,50712||1|1|0||||||
60AC014|CABLE DE CU DESNUDO AWG 4/0|ML||||||||||||58,12992||1|1|0||||||
60AC015|CABLE DE CU DESNUDO AWG 6|ML||||||||||||8,2128||1|1|0||||||
60AC016|CABLE DE CU DESNUDO AWG 8|ML||||||||||||4,71192||1|1|0||||||
60AD001|CABLE DE CU AISL. BIPOLAR AWG 2 X 10|ML||||||||||||5,99952||1|1|0||||||
60AD002|CABLE DE CU AISL. BIPOLAR AWG 2 X 12|ML||||||||||||4,01592||1|1|0||||||
60AD003|CABLE DE CU AISL. BIPOLAR AWG 2 X 14|ML||||||||||||2,89536||1|1|0||||||
60AD004|CABLE DE CU AISL. BIPOLAR AWG 2 X 16|ML||||||||||||2,11584||1|1|0||||||
60AD005|CABLE DE CU AISL. BIPOLAR AWG 2 X 18|ML||||||||||||1,62168||1|1|0||||||
60AD006|CABLE DE CU AISL. BIPOLAR AWG 2 X 20|ML||||||||||||1,12752||1|1|0||||||
60AD007|CABLE DE CU AISL. BIPOLAR AWG 2 X 22|ML||||||||||||0,93264||1|1|0||||||
60AD008|CABLE DE CU AISL. MONOPOLAR AWG  4|ML||||||||||||7,31496||1|1|0||||||
60AD009|CABLE DE CU AISL. MONOPOLAR AWG  6|ML||||||||||||4,60752||1|1|0||||||
60AD010|CABLE DE CU AISL. MONOPOLAR AWG  8|ML||||||||||||6,13176||1|1|0||||||
60AD011|CABLE DE CU AISL. MONOPOLAR AWG 10|ML||||||||||||3,24336||1|1|0||||||
60AD012|CABLE DE CU AISL. MONOPOLAR AWG 12|ML||||||||||||2,21328||1|1|0||||||
60AD013|CABLE DE CU AISL. MONOPOLAR AWG 14|ML||||||||||||1,43376||1|1|0||||||
60AD014|CABLE DE CU AISL. MONOPOLAR AWG 16|ML||||||||||||1,05096||1|1|0||||||
60AD015|CABLE DE CU AISL. MONOPOLAR AWG 18|ML||||||||||||0,696||1|1|0||||||
60AD016|CABLE DE CU AISL. MONOPOLAR AWG 20|ML||||||||||||0,54288||1|1|0||||||
60AD017|CABLE DE CU AISL. MONOPOLAR AWG 22|ML||||||||||||0,44544||1|1|0||||||
60AD018|CABLE DE CU MONOPOLAR AISLADO # 250|ML||||||||||||0||1|1|0||||||
60AD019|CABLE DE CU MONOPOLAR AISLADO # 300|ML||||||||||||69,252||1|1|0||||||
60AD020|CABLE DE CU MONOPOLAR AISLADO # 400|ML||||||||||||0||1|1|0||||||
60AD021|CABLE DE CU MONOPOLAR AISLADO # 500|ML||||||||||||0||1|1|0||||||
60AD022|CABLE DE CU MONOPOLAR AISLADO # 600|ML||||||||||||0||1|1|0||||||
60AD023|CABLE DE CU MONOPOLAR AISLADO # 700|ML||||||||||||0||1|1|0||||||
60AD024|CABLE DE CU MONOPOLAR AISLADO # 800|ML||||||||||||0||1|1|0||||||
60AD025|CABLE DE CU MONOPOLAR AISLADO # 900|ML||||||||||||0||1|1|0||||||
60AD026|CABLE DE CU MONOPOLAR C/AISL # 1/0|ML||||||||||||21,48552||1|1|0||||||
60AD027|CABLE DE CU MONOPOLAR C/AISL # 2|ML||||||||||||26,52456||1|1|0||||||
60AD028|CABLE DE CU MONOPOLAR C/AISL # 2/0|ML||||||||||||0||1|1|0||||||
60AD029|CABLE DE CU MONOPOLAR C/AISL # 3/0|ML||||||||||||0||1|1|0||||||
60AD030|CABLE DE CU MONOPOLAR C/AISL # 4/0|ML||||||||||||0||1|1|0||||||
60AF001|CABLE MULTIPAR ESTA�ADO  2 PAR 2X24|ML||||||||||||0||1|1|0||||||
60AF002|CABLE MULTIPAR ESTA�ADO  4 PAR 4X24|ML||||||||||||0||1|1|0||||||
60AF003|CABLE MULTIPAR ESTA�ADO  6 PAR 6X24|ML||||||||||||0||1|1|0||||||
60AF004|CABLE MULTIPAR ESTA�ADO 10 PAR 10X24|ML||||||||||||0||1|1|0||||||
60AF005|CABLE MULTIPAR ESTA�ADO 20 PAR 20X24|ML||||||||||||0||1|1|0||||||
60AF006|CABLE MULTIPAR ESTA�ADO 30 PAR 30X24|ML||||||||||||0||1|1|0||||||
60AF007|CABLE MULTIPAR ESTA�ADO 40 PAR 40X24|ML||||||||||||0||1|1|0||||||
60AF008|CABLE MULTIPAR ESTA�ADO 50 PAR 50X24|ML||||||||||||0||1|1|0||||||
60AF009|CABLE MULTIPAR SIST. COMUNIC.  3 PARES|ML||||||||||||3,09024||1|1|0||||||
60AF010|CABLE MULTIPAR SIST. COMUNIC.  5 PARES|ML||||||||||||4,20384||1|1|0||||||
60AF011|CABLE MULTIPAR SIST. COMUNIC.  8 PARES|ML||||||||||||5,52624||1|1|0||||||
60AF012|CABLE MULTIPAR SIST. COMUNIC. 10 PARES|ML||||||||||||7,0992||1|1|0||||||
60AF013|CABLE MULTIPAR SIST. COMUNIC. 15 PARES|ML||||||||||||9,79968||1|1|0||||||
60AF014|CABLE MULTIPAR SIST. COMUNIC. 20 PARES|ML||||||||||||14,83872||1|1|0||||||
60AF015|CABLE TELEFONICO 2x20 AWG|ML||||||||||||1,15536||1|1|0||||||
60AF050|CABLE P/SONIDO DE 1 PAR N.16AW|ML||||||||||||8,99928||1|1|0||||||
60AF100|CABLE ACSR #6|ML||||||||||||6,96||1|1|0||||||
60AG001|CABLE DE CONTROL Y MANDO BIP 2X06|ML||||||||||||0||1|1|0||||||
60AG002|CABLE DE CONTROL Y MANDO BIP 2X08|ML||||||||||||0||1|1|0||||||
60AG003|CABLE DE CONTROL Y MANDO BIP 2X10|ML||||||||||||0||1|1|0||||||
60AG004|CABLE DE CONTROL Y MANDO BIP 2X12|ML||||||||||||0||1|1|0||||||
60AG005|CABLE DE CONTROL Y MANDO TETRAP. 4X04|ML||||||||||||0||1|1|0||||||
60AG006|CABLE DE CONTROL Y MANDO TETRAP. 4X06|ML||||||||||||0||1|1|0||||||
60AG007|CABLE DE CONTROL Y MANDO TETRAP. 4X08|ML||||||||||||0||1|1|0||||||
60AG008|CABLE DE CONTROL Y MANDO TETRAP. 4X10|ML||||||||||||0||1|1|0||||||
60AG009|CABLE DE CONTROL Y MANDO TETRAP. 4X12|ML||||||||||||0||1|1|0||||||
60AG010|CABLE DE CONTROL Y MANDO TETRAP. 4X14|ML||||||||||||0||1|1|0||||||
60AG011|CABLE DE CONTROL Y MANDO TETRAP. 4X16|ML||||||||||||0||1|1|0||||||
60AG012|CABLE DE CONTROL Y MANDO TETRAP. 4X18|ML||||||||||||0||1|1|0||||||
60AG013|CABLE DE CONTROL Y MANDO TRIPOL. 3X 1/0|ML||||||||||||0||1|1|0||||||
60AG014|CABLE DE CONTROL Y MANDO TRIPOL. 3X 10|ML||||||||||||0||1|1|0||||||
60AG015|CABLE DE CONTROL Y MANDO TRIPOL. 3X 12|ML||||||||||||0||1|1|0||||||
60AG016|CABLE DE CONTROL Y MANDO TRIPOL. 3X 14|ML||||||||||||0||1|1|0||||||
60AG017|CABLE DE CONTROL Y MANDO TRIPOL. 3X 16|ML||||||||||||0||1|1|0||||||
60AG018|CABLE DE CONTROL Y MANDO TRIPOL. 3X 18|ML||||||||||||0||1|1|0||||||
60AG019|CABLE DE CONTROL Y MANDO TRIPOL. 3X 2/0|ML||||||||||||0||1|1|0||||||
60AG020|CABLE DE CONTROL Y MANDO TRIPOL. 3X 4/0|ML||||||||||||0||1|1|0||||||
60AG021|CABLE DE CONTROL Y MANDO TRIPOL. 3X 6/0|ML||||||||||||0||1|1|0||||||
60AG022|CABLE DE CONTROL Y MANDO TRIPOL. 3X 8/0|ML||||||||||||0||1|1|0||||||
60AG023|CABLE SUMERGIBLES|ML||||||||||||0||1|1|0||||||
60AG024|CABLE Y CONTROL DE MANDO BIPOLAR 2X14|ML||||||||||||0||1|1|0||||||
60AG025|CABLE Y CONTROL DE MANDO BIPOLAR 2X16|ML||||||||||||0||1|1|0||||||
60AG026|CABLE Y CONTROL DE MANDO BIPOLAR 2X18|ML||||||||||||0||1|1|0||||||
60AH001|CABLE DE CU CONCENTRICO 2X 8|ML||||||||||||8,0736||1|1|0||||||
60AH002|CABLE DE CU CONCENTRICO 2X10|ML||||||||||||5,4636||1|1|0||||||
60AH003|CABLE DE CU CONCENTRICO 2X16|ML||||||||||||0||1|1|0||||||
60AH004|CABLE DE CU CONCENTRICO 2X18|ML||||||||||||0||1|1|0||||||
60AH005|CABLE DE CU CONCENTRICO 3 X 6|ML||||||||||||19,51584||1|1|0||||||
60AH006|CABLE DE CU CONCENTRICO 3 X 8|ML||||||||||||22,08408||1|1|0||||||
60AH007|CABLE DE CU CONCENTRICO 3 X12|ML||||||||||||10,25208||1|1|0||||||
60AI001|CABLE DE AL DESNUDO # 1/0|ML||||||||||||0||1|1|0||||||
60AI002|CABLE DE AL DESNUDO # 10|ML||||||||||||0||1|1|0||||||
60AI003|CABLE DE AL DESNUDO # 12|ML||||||||||||0||1|1|0||||||
60AI004|CABLE DE AL DESNUDO # 14|ML||||||||||||0||1|1|0||||||
60AI005|CABLE DE AL DESNUDO # 16|ML||||||||||||0||1|1|0||||||
60AI006|CABLE DE AL DESNUDO # 2|ML||||||||||||0||1|1|0||||||
60AI007|CABLE DE AL DESNUDO # 4|ML||||||||||||0||1|1|0||||||
60AI008|CABLE DE AL DESNUDO # 6|ML||||||||||||0||1|1|0||||||
60AI009|CABLE DE AL DESNUDO # 8|ML||||||||||||0||1|1|0||||||
60AI010|CABLE DE AL N� 5|ML||||||||||||0||1|1|0||||||
60AJ001|CABLE DE AL CUADRUPLEX 4X02|ML||||||||||||0||1|1|0||||||
60AJ002|CABLE DE AL CUADRUPLEX 4X04|ML||||||||||||0||1|1|0||||||
60AJ003|CABLE DE AL CUADRUPLEX 4X1/0|ML||||||||||||0||1|1|0||||||
60AJ004|CABLE DE AL DUPLEX 2X02|ML||||||||||||0||1|1|0||||||
60AJ005|CABLE DE AL DUPLEX 2X04|ML||||||||||||0||1|1|0||||||
60AJ006|CABLE DE AL DUPLEX 2X06|ML||||||||||||0||1|1|0||||||
60AJ007|CABLE DE AL DUPLEX 2X08|ML||||||||||||6,96||1|1|0||||||
60AJ008|CABLE DE AL DUPLEX 2X1/0|ML||||||||||||0||1|1|0||||||
60AJ009|CABLE DE AL DUPLEX 2X10|ML||||||||||||0||1|1|0||||||
60AJ010|CABLE DE AL DUPLEX 2X2/0|ML||||||||||||0||1|1|0||||||
60AJ011|CABLE DE AL DUPLEX 2X3/0|ML||||||||||||0||1|1|0||||||
60AJ012|CABLE DE AL DUPLEX 2X4/0|ML||||||||||||0||1|1|0||||||
60AK001|CABLE DE AL C/ACERO ALTA TENSION #  2|ML||||||||||||0||1|1|0||||||
60AK002|CABLE DE AL C/ACERO ALTA TENSION #  4|ML||||||||||||0||1|1|0||||||
60AK003|CABLE DE AL C/ACERO ALTA TENSION #  6|ML||||||||||||0||1|1|0||||||
60AK004|CABLE DE AL C/ACERO ALTA TENSION #  8|ML||||||||||||0||1|1|0||||||
60AK005|CABLE DE AL C/ACERO ALTA TENSION # 10|ML||||||||||||0||1|1|0||||||
60AK006|CABLE DE AL C/ACERO ALTA TENSION # 20|ML||||||||||||0||1|1|0||||||
60AK007|CABLE DE AL C/ACERO ALTA TENSION # 26 68|ML||||||||||||0||1|1|0||||||
60AK008|CABLE DE AL C/ACERO ALTA TENSION # 30|ML||||||||||||0||1|1|0||||||
60AK009|CABLE DE AL C/ACERO ALTA TENSION # 40|ML||||||||||||0||1|1|0||||||
60AK010|CABLE DE AL DESNUDO ALTA TENSION #  2|ML||||||||||||0||1|1|0||||||
60AK011|CABLE DE AL DESNUDO ALTA TENSION #  4|ML||||||||||||0||1|1|0||||||
60AK012|CABLE DE AL DESNUDO ALTA TENSION #  6|ML||||||||||||0||1|1|0||||||
60AK013|CABLE DE AL DESNUDO ALTA TENSION # 10|ML||||||||||||0||1|1|0||||||
60AK014|CABLE DE AL DESNUDO ALTA TENSION # 20|ML||||||||||||0||1|1|0||||||
60AK015|CABLE DE AL DESNUDO ALTA TENSION # 26 68|ML||||||||||||0||1|1|0||||||
60AK016|CABLE DE AL DESNUDO ALTA TENSION # 30|ML||||||||||||0||1|1|0||||||
60AK017|CABLE DE AL DESNUDO ALTA TENSION # 40|ML||||||||||||0||1|1|0||||||
60AL001|ALAMBRE ESTA�ADO MONOPOLAR AWG 18|ML||||||||||||0||1|1|0||||||
60AL002|ALAMBRE ESTA�ADO MONOPOLAR AWG 19|ML||||||||||||0||1|1|0||||||
60AL003|ALAMBRE ESTA�ADO MONOPOLAR AWG 20|ML||||||||||||0||1|1|0||||||
60AL011|CABLE BIFILAR 300 _ - ANTENA TV|ML||||||||||||0||1|1|0||||||
60AL031|CABLE P/TV DOBLE  REC.|ML||||||||||||2,25504||1|1|0||||||
60AL032|CABLE P/TV SIMPLE REC.|ML||||||||||||1,3224||1|1|0||||||
60BA001|"AISLADOR CARRETE 3"""|PZA||||||||||||5,0808||1|1|0||||||
60BA002|AISLADOR DE TENSION DE 15 KV|PZA||||||||||||0||1|1|0||||||
60BA003|AISLADOR DE PASO DE 25 KV|PZA||||||||||||0||1|1|0||||||
60BG001|AISLADOR DE SUSPENCION|PZA||||||||||||126,7416||1|1|0||||||
60BG002|AISLADOR ESP. 6.6 KV.|PZA||||||||||||29,4408||1|1|0||||||
60CA001|FOCO INCADESCENTE DE 75 W|PZA||||||||||||1,9836||1|1|0||||||
60CA002|LUMINARIA INCANDESCENTE 100 W|PZA||||||||||||2,70744||1|1|0||||||
60CA003|FOCO INCANDECENTE DE 200 W|PZA||||||||||||3,46608||1|1|0||||||
60CB001|TUBO DE NEON 40 W.|PZA||||||||||||10,5792||1|1|0||||||
60CC001|SPOT DE 75 W|PZA||||||||||||148,40808||1|1|0||||||
60CD001|LUM.ILUM.EXTE.TIPO AP-25 C/FOT|PZA||||||||||||1,39896||1|1|0||||||
60CD002|LUMINARIA P/ALUM PUB. TIPO SATURNO|PZA||||||||||||0||1|1|0||||||
60CD003|LUMINARIA P/ALUM PUB. 250W VAPOR HG|PZA||||||||||||0||1|1|0||||||
60CD004|LUMIN.C/LAMP.VAP.MERC.HPL 125W|PZA||||||||||||1,39896||1|1|0||||||
60CE001|"TUBO P/INST.ELECT. Cd.L=3M 1"""|PZA||||||||||||7,2384||1|1|0||||||
60CE002|"TUBO P/INST.ELECT. Cd.L=3M 1/2"""|PZA||||||||||||2,7144||1|1|0||||||
60CE003|"TUBO P/INST.ELECT. Cd.L=3M 3/4"""|PZA||||||||||||5,0112||1|1|0||||||
60CE004|"TUBO P/INST.ELECT. Cd.L=3M 5/8"""|PZA||||||||||||3,7584||1|1|0||||||
60CF001|LAMPARA FLUORESCENTE 12 V CC*20W|PZA||||||||||||137,30688||1|1|0||||||
60CF002|LUMINARIA FLUORESCENTE 11 W|PZA||||||||||||0||1|1|0||||||
60CF003|LUMINARIA FLUORESCENTE 1X20 W|PZA||||||||||||53,22312||1|1|0||||||
60CF004|LUMINARIA FLUORESCENTE 1X40 W C/DIFUSOR|PZA||||||||||||93,8208||1|1|0||||||
60CF005|LUMINARIA FLUORESCENTE 1x40 W|PZA||||||||||||64,14336||1|1|0||||||
60CF006|LUMINARIA FLUORESCENTE 2X40 W C/DIFUSOR|PZA||||||||||||176,2968||1|1|0||||||
60CF007|LUMINARIA FLUORESCENTE 2x20 W|PZA||||||||||||90,8628||1|1|0||||||
60CF008|LUMINARIA FLUORESCENTE 2x40 W|PZA||||||||||||118,48008||1|1|0||||||
60CF009|LUMINARIA FLUORESCENTE 3X40 W C/DIFUSOR|PZA||||||||||||258,64752||1|1|0||||||
60CF010|LUMINARIA FLUORESCENTE 3x40 W|PZA||||||||||||172,8864||1|1|0||||||
60CF011|LUMINARIA FLUORESCENTE 4x40 W|PZA||||||||||||283,2024||1|1|0||||||
60CM001|REACTANCIA|PZA||||||||||||31,0416||1|1|0||||||
60DA001|REFLECTOR 250 W|PZA||||||||||||208,8||1|1|0||||||
